Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:63.97
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:63.97
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:63.97
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:63.97
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:63.97
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:63.97
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:63.97
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:63.97
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:63.97
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:63.97
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:63.97
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
Device: 0 | Name: b'NVIDIA RTX 6000 Ada Generation' | Mem used:64.10
